"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersTEBESSA",14.73,--,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersMSILA",15.03,--,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",12.21,12.84,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersEL OUED",14.26,--,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersKHENCHLA",14.92,--,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersSOUK-AHRAS",14.76,--,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersTOUGGOURT",14.07,--,nan
R04,INFSPM BATNA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersDJANET",--,--,nan
R04,INFSPM BATNA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers OUM-EL-BOUAGHI",15.66,16.53,nan
R04,INFSPM BATNA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers BATNA",15.89,--,nan
R04,INFSPM BATNA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI",15.75,--,nan
R04,INFSPM BATNA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersBATNA",15.88,16.78,nan
R04,INFSPM BATNA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers OUM-EL-BOUAGHI",15.62,--,nan
R04,INFSPM BATNA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BATNA",15.83,--,nan
