"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliers INSALAH",10.78,13.14,nan
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliers INGUEZZAM",--,--,nan
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliersDJANET",--,--,nan
R18,INFSPM OUARGLA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers OUARGLA",12.91,13.70,--
R18,INFSPM OUARGLA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers ILLIZI",11.70,12.77,13.66
R18,INFSPM OUARGLA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers GHARDAIA",13.57,14.25,--
R18,INFSPM OUARGLA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers DJANET",10.95,11.69,12.94
R18,INFSPM OUARGLA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers EL MENIAA",12.42,13.44,13.87
R18,INFSPM OUARGLA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers OUARGLA",12.80,13.29,--
R18,INFSPM OUARGLA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers ILLIZI",12.12,12.12,--
R18,INFSPM OUARGLA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers EL OUED",14.05,14.48,--
R18,INFSPM OUARGLA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers GHARDAIA",13.89,15.13,--
R18,INFSPM OUARGLA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers TOUGGOURT",14.29,13.94,--
R18,INFSPM OUARGLA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers DJANET",--,11.75,11.75
