"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R17,INFSPM ORAN HAI SALAM,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers MOSTAGANEM",14.6,--,nan
R17,INFSPM ORAN HAI SALAM,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers ORAN",14.72,15.47,nan
R17,INFSPM ORAN HAI SALAM,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers NAAMA",13.76,--,nan
R17,INFSPM ORAN HAI SALAM,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers CHLEF",15.69,16.59,nan
R17,INFSPM ORAN HAI SALAM,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TLEMCEN",15.89,--,nan
R17,INFSPM ORAN HAI SALAM,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers ORAN",15.14,16.12,nan
R17,INFSPM ORAN HAI SALAM,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersCHLEF",15.89,--,nan
R17,INFSPM ORAN HAI SALAM,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersTLEMCEN",15.82,--,nan
R17,INFSPM ORAN HAI SALAM,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersORAN",15.52,16.60,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers CHLEF",15.57,--,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers TLEMCEN",15.67,--,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers TIARET",15.57,--,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers MOSTAGANEM",14.91,--,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers MASCARA",15.58,--,nan
