"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers RELIZANE,15.94,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers CHLEF,17.06,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TLEMCEN,16.12,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SAIDA,16.29,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,16.44,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MOSTAGANEM,17.45,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MASCARA,17.15,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ORAN,16.49,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TISSEMSILT,17.06,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,"LANGUE ANGLAISE (P.E.S) -- pour bacheliers AIN-TEMOUCHENT",16.81,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers RELIZANE,17.72,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers TLEMCEN,14.82,15.44,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers SAIDA,14.12,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers SIDIBEL-ABBES,14.38,15.13,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers ORAN,14.7,15.44,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers AIN-TEMOUCHENT,14.9,16.74,nan
R27,INFSSF TLEMCEN,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers ADRAR",14.12,--,nan
R27,INFSSF TLEMCEN,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers CHLEF",15.82,--,nan
R27,INFSSF TLEMCEN,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers BECHAR",13.6,--,nan
R27,INFSSF TLEMCEN,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers TLEMCEN",15.82,--,nan
