"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R12,INFSPM MASCARA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers RELIZANE",15.65,--,nan
R12,INFSPM MASCARA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersMASCARA",15.59,--,nan
R12,INFSPM MASCARA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersRELIZANE",15.67,--,nan
R12,INFSPM MASCARA,X12SANTE,HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliers SAIDA,14.38,--,nan
R12,INFSPM MASCARA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliersSIDIBEL-ABBES",15.03,--,nan
R12,INFSPM MASCARA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliersMASCARA",15.15,--,nan
R12,INFSPM MASCARA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliers ELBAYADH",14.23,--,nan
R12,INFSPM MASCARA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliersNAAMA",14.20,--,nan
R12,INFSPM MASCARA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers SIDIBEL-ABBES",14.04,14.59,15.5
R12,INFSPM MASCARA,X13SANTE,"ASSISTANTS MEDICAUX DE SANTE PUBLIQUE -- pourbacheliers MASCARA",14.38,15.20,16.34
R18,INFSPM OUARGLA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",12.88,13.54,nan
R18,INFSPM OUARGLA,X01SANTE,INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,10.52,11.43,nan
R18,INFSPM OUARGLA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersTOUGGOURT",13.89,--,nan
R18,INFSPM OUARGLA,X01SANTE,INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers DJANET,--,--,nan
R18,INFSPM OUARGLA,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers OUARGLA",14.95,--,nan
