"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R07,INFSPM BISKRA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers ELMGHAIER",12.57,13.23,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersBATNA",15.70,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersBISKRA",15.07,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersTAMANRASSET",12.00,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersTEBESSA",14.85,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",12.28,--,nan
R07,INFSPM BISKRA,X02SANTE,DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,--,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliers ELOUED",15.12,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersKHENCHLA",15.45,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersGHARDAIA",15.15,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersOULED DJELLAL",14.45,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliers INSALAH",11.55,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliers INGUEZZAM",--,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersTOUGGOURT",14.45,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliersDJANET",10.36,--,nan
