"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Z17,CENTRE DE FORMATION CONTINUE TLEMCEN,G02FCL01,DROIT (FORMATION CONTINUE),10.05,10.79,12.19
Z17,CENTRE DE FORMATION CONTINUE TLEMCEN,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.01,10.0,10.43
Z17,CENTRE DE FORMATION CONTINUE TLEMCEN,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.0,10.14,nan
P24,"ECOLE SUPERIEURE DE MANAGEMENT DETLEMCEN",F00CAN03,"FB SECSG ECOLE SUPERIEURE DE MANAGEMENT DETLEMCEN",14.85,nan,nan
P13,"ECOLE SUPERIEURE DES SCIENCESAPPLIQUEES DE TLEMCEN",A00CAN02,"FB ST ECOLE SUPERIEURE DES SCIENCES APPLIQUEES DETLEMCEN",14.41,nan,nan
U06,UNIV. TLEMCEN,A00LAL03,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
U06,UNIV. TLEMCEN,A00TCL03,SCIENCES ET TECHNOLOGIES,11.0,nan,nan
U06,UNIV. TLEMCEN,A05TCL02,GENIE CIVIL,10.43,nan,nan
U06,UNIV. TLEMCEN,A16TCL01,ELECTROTECHNIQUE,10.36,nan,nan
U06,UNIV. TLEMCEN,A18LAN01,GENIE INDUSTRIEL,12.44,nan,nan
U06,UNIV. TLEMCEN,A19FPN02,"GENIE MECANIQUE (FORMATIONSPROFESSIONNALISANTES)",12.17,nan,nan
U06,UNIV. TLEMCEN,A19TCL01,GENIE MECANIQUE,10.53,nan,nan
U06,UNIV. TLEMCEN,A22FPN01,"GENIEBIOMEDICAL (FORMATIONSPROFESSIONNALISANTES)",13.74,nan,nan
U06,UNIV. TLEMCEN,B00LAL02,SCIENCES DE LA MATIERE,10.0,nan,nan
U06,UNIV. TLEMCEN,C01LAL01,INFORMATIQUE,11.65,12.23,nan
U06,UNIV. TLEMCEN,C01TCL03,INFORMATIQUE,12.59,13.18,nan
U06,UNIV. TLEMCEN,C02LAL01,MATHEMATIQUES,10.17,10.02,nan
U06,UNIV. TLEMCEN,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,11.01,12.11,nan
U06,UNIV. TLEMCEN,D03LAN01,SCIENCES AGRONOMIQUES,10.0,nan,nan
U06,UNIV. TLEMCEN,D03TCL01,SCIENCES AGRONOMIQUES,10.02,10.85,nan
