"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R15,INFSPM MSILA,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers EL MGHAIER",13.2,13.51,14.16
R12,INFSPM MASCARA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersMASCARA",15.17,--,nan
R12,INFSPM MASCARA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersRELIZANE",15.2,16.19,nan
R12,INFSPM MASCARA,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers TIARET",16.15,--,nan
R12,INFSPM MASCARA,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers SAIDA",15.38,--,nan
R12,INFSPM MASCARA,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers MASCARA",15.83,--,nan
R12,INFSPM MASCARA,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers TISSEMSILT",15.87,--,nan
R12,INFSPM MASCARA,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers RELIZANE",16.12,--,nan
R12,INFSPM MASCARA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersTIARET",14.94,--,nan
R12,INFSPM MASCARA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersMASCARA",15.13,--,nan
R12,INFSPM MASCARA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersEL BAYADH",14.25,--,nan
R12,INFSPM MASCARA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersTISSEMSILT",14.25,--,nan
R12,INFSPM MASCARA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersRELIZANE",15.16,--,nan
R12,INFSPM MASCARA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers MASCARA",15.53,--,nan
