"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R05,INFSPM BECHAR,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers TAMANRASSET",11.13,11.48,12.18
R05,INFSPM BECHAR,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers TINDOUF",12.92,15.27,13.94
R05,INFSPM BECHAR,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers TIMIMOUN",12.96,13.65,--
R05,INFSPM BECHAR,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers BORDJ BADJI MOKHTAR",--,--,--
R05,INFSPM BECHAR,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers IN SALAH",--,12.13,--
R05,INFSPM BECHAR,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers IN GUEZZAM",--,--,10.96
R08,INFSPM BLIDA,X01SANTE,INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers BLIDA,15.01,--,nan
R08,INFSPM BLIDA,X01SANTE,INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,14.62,--,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",14.12,--,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersBLIDA",15.27,--,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersBOUIRA",14.55,--,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersDJELFA",15.02,15.93,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersAIN-DEFLA",15.32,--,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersGHARDAIA",14.60,--,nan
R08,INFSPM BLIDA,X06SANTE,"ERGOTHERAPEUTES DE SANTE PUBLIQUE -- pour bacheliersEL MENIAA",12.30,--,nan
