"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliers ELMGHAIER",13.45,--,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIENS DE SANTE PUBLIQUE -- pour bacheliers ELMENIAA",13.05,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers OUM-EL-BOUAGHI",15.17,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers BISKRA",15.15,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers TEBESSA",15.3,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers SETIF",15.75,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers GUELMA",15.12,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers CONSTANTINE",14.8,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers OUARGLA",13.41,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers EL OUED",15.09,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers KHENCHLA",15.72,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers SOUK-AHRAS",14.83,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers MILA",16.24,--,nan
R07,INFSPM BISKRA,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers TOUGGOURT",14.63,--,nan
