"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersTLEMCEN",15.64,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersALGER",15.48,--,nan
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.95,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersSETIF",15.53,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersSAIDA",15.2,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersSKIKDA",16.25,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersSIDIBEL-ABBES",15.22,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersANNABA",15.05,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersCONSTANTINE",15.15,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersMOSTAGANEM",14.95,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersMSILA",16.77,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersORAN",14.54,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersB.B.ARRERIDJ",15.64,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersBOUMERDES",15.57,--,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTES DE SANTE PUBLIQUE -- pour bacheliersELTARF",14.99,--,nan
