"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers CONSTANTINE",15.58,16.77,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers OUARGLA",13.84,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers ILLIZI",10.83,11.64,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers B.B.ARRERIDJ",15.31,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers ELTARF",15.57,17.05,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers EL OUED",15.28,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers KHENCHLA",15.58,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers SOUK-AHRAS",15.66,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers MILA",15.75,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers OULED DJELLAL",13.38,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers TOUGGOURT",14.87,--,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  (DEDIEE AUXBACHELIERES) -- pour bacheliers DJANET",10.21,--,nan
R01,INFSPM ADRAR,X01SANTE,INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers ADRAR,13.26,--,nan
R01,INFSPM ADRAR,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersTAMANRASSET",10.26,10.90,nan
R01,INFSPM ADRAR,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersTIMIMOUN",12.73,13.68,nan
