"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers ADRAR",11.98,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers BLIDA",14.92,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers TAMANRASSET",10.34,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers TIPAZA",14.81,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers GHARDAIA",13.95,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers TIMIMOUN",12.55,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers IN SALAH",10.66,--,nan
R08,INFSPM BLIDA,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers IN GUEZZAM",--,--,nan
R08,INFSPM BLIDA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers BLIDA",15.47,--,nan
R08,INFSPM BLIDA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TIPAZA",15.19,--,nan
R08,INFSPM BLIDA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersBLIDA",15.65,--,nan
R08,INFSPM BLIDA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersTIPAZA",15.16,--,nan
R08,INFSPM BLIDA,X12SANTE,HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliers BLIDA,15.00,--,nan
R08,INFSPM BLIDA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliersDJELFA",15.17,15.86,nan
R08,INFSPM BLIDA,X12SANTE,"HYGIENISTES DE SANTE PUBLIQUE -- pour bacheliersMEDEA",15.29,--,nan
