"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R10,INFSPM CONSTANTINE,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers DJANET",11.23,--,nan
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers OUM-EL-BOUAGHI",14.92,--,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers BATNA",15.73,--,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers TEBESSA",14.12,15.06,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers GUELMA",15.39,17.52,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers CONSTANTINE",14.93,--,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers KHENCHLA",15.45,--,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers SOUK-AHRAS",14.95,--,--
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANTS SOCIAUX DE SANTE PUBLIQUE -- pourbacheliers MILA",15.29,--,--
R13,INFSPM MEDEA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",14.1,--,nan
R13,INFSPM MEDEA,X01SANTE,INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers MEDEA,14.81,15.57,nan
R13,INFSPM MEDEA,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers ELMENIAA",11.6,--,nan
R13,INFSPM MEDEA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers LAGHOUAT",14.83,--,nan
R13,INFSPM MEDEA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers MEDEA",15.37,16.20,nan
R13,INFSPM MEDEA,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers EL MENIAA",12.76,--,nan
