"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers ELMGHAIER",15.72,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers OUARGLA,--,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL OUED,14.52,15.22,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers GHARDAIA,--,14.03,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TOUGGOURT,--,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL MGHAIER,--,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL MENIAA,--,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers OUARGLA,13.23,13.39,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL OUED,13.76,14.57,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TOUGGOURT,--,13.02,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL MGHAIER,13.23,13.06,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers OUARGLA,14.55,14.29,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL OUED,15.07,15.55,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers GHARDAIA,--,14.07,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TOUGGOURT,14.19,14.84,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL MGHAIER,15.50,14.19,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL MENIAA,--,15.42,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BISKRA,15.39,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers OUARGLA,14.34,14.27,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL OUED,15.50,17.09,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,"LANGUE ANGLAISE (P.E.M) -- pour bacheliers OULEDDJELLAL",14.70,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TOUGGOURT,14.71,14.93,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL MGHAIER,14.11,15.10,nan
