"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R13,INFSPM MEDEA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",15.0,15.84,nan
R13,INFSPM MEDEA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersMEDEA",15.52,17.12,nan
R13,INFSPM MEDEA,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliers ELMENIAA",12.84,--,nan
R13,INFSPM MEDEA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers LAGHOUAT",14.53,--,nan
R13,INFSPM MEDEA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BOUIRA",14.74,15.53,nan
R13,INFSPM MEDEA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers DJELFA",15.22,--,nan
R13,INFSPM MEDEA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers MEDEA",15.15,--,nan
R13,INFSPM MEDEA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers GHARDAIA",14.5,15.79,nan
R13,INFSPM MEDEA,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers EL MENIAA",12.5,--,nan
R14,INFSPM MOSTAGANEM,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliersMOSTAGANEM",14.68,15.42,nan
R14,INFSPM MOSTAGANEM,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers CHLEF",15.43,--,nan
R14,INFSPM MOSTAGANEM,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers BECHAR",14.93,--,nan
R14,INFSPM MOSTAGANEM,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers TLEMCEN",15.18,--,nan
R14,INFSPM MOSTAGANEM,X03SANTE,"PROTHESISTES DENTAIRES DE SANTE PUBLIQUE -- pourbacheliers SAIDA",14.68,--,nan
