"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers IN SALAH",11.28,--,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers IN GUEZZAM",--,--,nan
R03,INFSPM ALGER,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers BEJAIA",13.31,13.95,nan
R03,INFSPM ALGER,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers BOUIRA",14.78,--,nan
R03,INFSPM ALGER,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers TIZI-OUZOU",14.03,--,nan
R03,INFSPM ALGER,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers ALGER",15.03,--,nan
R03,INFSPM ALGER,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers BOUMERDES",14.36,15.27,nan
R03,INFSPM ALGER,X08SANTE,"PSYCHOMOTRICIENS DE SANTE PUBLIQUE -- pourbacheliers TISSEMSILT",15.05,--,nan
R03,INFSPM ALGER,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers ALGER",15.58,--,nan
R03,INFSPM ALGER,X10SANTE,"LABORANTINS DE SANTE PUBLIQUE -- pour bacheliersALGER",15.69,--,nan
R03,INFSPM ALGER,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BLIDA",15.39,--,nan
R03,INFSPM ALGER,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers TIZI-OUZOU",14.44,--,nan
R03,INFSPM ALGER,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers ALGER",15.36,16.32,nan
R03,INFSPM ALGER,X11SANTE,"PREPARATEURS EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BOUMERDES",15.38,--,nan
