"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
R01,INFSPM ADRAR,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers BORDJBADJI MOKHTAR",10.49,--,nan
R01,INFSPM ADRAR,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers INSALAH",10.12,10.98,nan
R01,INFSPM ADRAR,X01SANTE,"INFIRMIERS DE SANTE PUBLIQUE -- pour bacheliers INGUEZZAM",--,--,nan
R01,INFSPM ADRAR,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers ADRAR",13.85,--,nan
R01,INFSPM ADRAR,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers TAMANRASSET",13.11,--,nan
R01,INFSPM ADRAR,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers TIMIMOUN",14.21,--,nan
R01,INFSPM ADRAR,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers IN SALAH",11.22,--,nan
R01,INFSPM ADRAR,X04SANTE,"KINESITHERAPEUTES DE SANTE PUBLIQUE -- pourbacheliers IN GUEZZAM",--,--,nan
R01,INFSPM ADRAR,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers ADRAR",14.09,15.02,nan
R01,INFSPM ADRAR,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TAMANRASSET",11.95,--,nan
R01,INFSPM ADRAR,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TIMIMOUN",13.59,--,nan
R01,INFSPM ADRAR,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers BORDJ BADJI MOKHTAR",12.89,--,nan
R01,INFSPM ADRAR,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers IN SALAH",10.82,13.62,nan
R01,INFSPM ADRAR,X09SANTE,"MANIPULATEURS EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers IN GUEZZAM",--,--,nan
