"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R12,INFSPM MASCARA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers RELIZANE",14.87,--,nan,nan
R18,INFSPM OUARGLA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",12.82,13.74,nan,nan
R18,INFSPM OUARGLA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,10.08,11.16,nan,nan
R18,INFSPM OUARGLA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers DJANET,11.82,--,nan,nan
R18,INFSPM OUARGLA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ELMENIAA",11.62,--,nan,nan
R18,INFSPM OUARGLA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers OUARGLA",13.56,14.33,nan,nan
R18,INFSPM OUARGLA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers ILLIZI",11.46,--,nan,nan
R18,INFSPM OUARGLA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers DJANET",10.55,--,nan,nan
R18,INFSPM OUARGLA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",13.87,14.78,nan,nan
R18,INFSPM OUARGLA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,12.02,--,nan,nan
R18,INFSPM OUARGLA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersDJANET",10.07,--,nan,nan
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersTAMANRASSET",10.00,--,nan,nan
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",13.08,--,nan,nan
R18,INFSPM OUARGLA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,10.52,--,nan,nan
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers INSALAH",10.43,--,nan,nan
R18,INFSPM OUARGLA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers INGUEZZAM",--,--,nan,nan
