"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers MOSTAGANEM",14.81,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers ORAN",15.18,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers EL BAYADH",14.63,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers TINDOUF",13.51,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers TISSEMSILT",14.7,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers AIN-DEFLA",14.83,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers RELIZANE",15.37,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BENI ABBES",12.2,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ADRAR,13.05,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersBECHAR",13.42,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersTLEMCEN",14.98,15.95,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ORAN,14.7,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersTINDOUF",13.18,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers AIN-TEMOUCHENT",15.0,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersTIMIMOUN",13.16,--,nan,nan
