"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R03,INFSPM ALGER,X06SANTE,"ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliersOULED DJELLAL",13.58,--,nan,nan
R03,INFSPM ALGER,X06SANTE,"ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliersIN SALAH",13.08,--,nan,nan
R03,INFSPM ALGER,X06SANTE,"ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliersIN GUEZZAM",--,--,nan,nan
R03,INFSPM ALGER,X06SANTE,"ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliersTOUGGOURT",14.27,--,nan,nan
R03,INFSPM ALGER,X06SANTE,"ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliersDJANET",--,--,nan,nan
R03,INFSPM ALGER,X06SANTE,"ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliersEL MGHAIER",14.75,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers ADRAR",13.82,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers CHLEF",15.81,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers LAGHOUAT",15.57,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers BATNA",15.81,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers BEJAIA",14.25,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers BISKRA",15.30,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers BECHAR",14.14,--,nan,nan
R03,INFSPM ALGER,X07SANTE,"APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE --pour bacheliers BLIDA",14.86,--,nan,nan
