"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R06,INFSPM BEJAIA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers BEJAIA",13.69,14.37,nan,nan
R06,INFSPM BEJAIA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers BOUIRA",13.92,14.63,nan,nan
R06,INFSPM BEJAIA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers JIJEL",14.5,14.98,nan,nan
R06,INFSPM BEJAIA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers SETIF",14.18,--,nan,nan
R06,INFSPM BEJAIA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers B.B.ARRERIDJ",14.02,--,nan,nan
R06,INFSPM BEJAIA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersBEJAIA",13.2,14.09,nan,nan
R06,INFSPM BEJAIA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersBOUIRA",13.65,14.53,nan,nan
R06,INFSPM BEJAIA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersSETIF",13.48,14.23,nan,nan
R06,INFSPM BEJAIA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersB.B.ARRERIDJ",13.69,14.30,nan,nan
R07,INFSPM BISKRA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BISKRA,14.86,15.96,nan,nan
R07,INFSPM BISKRA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers OULEDDJELLAL",13.07,13.87,nan,nan
R07,INFSPM BISKRA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersTOUGGOURT",13.69,14.86,nan,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersBISKRA",15.23,--,nan,nan
R07,INFSPM BISKRA,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",12.73,--,nan,nan
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,12.72,11.75,nan,nan
