"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersOUARGLA",13.7,--,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliers ILLIZI,10.17,12.09,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersBOUMERDES",15.21,16.06,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersTIPAZA",14.89,--,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliers AIN-DEFLA",15.29,--,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersGHARDAIA",14.51,15.78,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersTOUGGOURT",14.83,--,nan,nan
R26,INFSSF TIZI OUZOU,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliers ELMENIAA",13.05,--,nan,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliers OUM-EL-BOUAGHI",15.25,--,nan,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersBATNA",15.7,--,nan,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersBISKRA",15.1,--,nan,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersTEBESSA",15.07,17.16,nan,nan
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliers SETIF,15.6,16.40,nan,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersSKIKDA",15.69,--,nan,nan
R25,INFSSF ANNABA,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersANNABA",15.57,--,nan,nan
