"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersIN SALAH",10.83,11.86,nan,nan
R10,INFSPM CONSTANTINE,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersIN GUEZZAM",--,10.08,nan,nan
R13,INFSPM MEDEA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",13.87,--,nan,nan
R13,INFSPM MEDEA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MEDEA,14.64,15.41,nan,nan
R13,INFSPM MEDEA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers LAGHOUAT",14.35,--,nan,nan
R13,INFSPM MEDEA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers MEDEA",15.25,16.09,nan,nan
R13,INFSPM MEDEA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",14.85,--,nan,nan
R13,INFSPM MEDEA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersMEDEA",15.36,16.16,nan,nan
R14,INFSPM MOSTAGANEM,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersMOSTAGANEM",14.51,15.24,nan,nan
R14,INFSPM MOSTAGANEM,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers MOSTAGANEM",15.06,15.82,nan,nan
R14,INFSPM MOSTAGANEM,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersMOSTAGANEM",15.28,16.10,nan,nan
R14,INFSPM MOSTAGANEM,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers CHLEF,14.98,--,nan,nan
R14,INFSPM MOSTAGANEM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersMOSTAGANEM",14.76,15.59,nan,nan
R14,INFSPM MOSTAGANEM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersRELIZANE",15.18,--,nan,nan
R14,INFSPM MOSTAGANEM,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",13.16,13.72,nan,nan
