"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R19,INFSPM SAIDA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers SAIDA",14.95,15.91,nan,nan
R19,INFSPM SAIDA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers EL BAYADH",14.27,--,nan,nan
R19,INFSPM SAIDA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers SAIDA,15.1,--,nan,nan
R19,INFSPM SAIDA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ELBAYADH",14.59,--,nan,nan
R19,INFSPM SAIDA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers SAIDA",14.73,--,nan,nan
R19,INFSPM SAIDA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers EL BAYADH",13.41,15.04,nan,nan
R19,INFSPM SAIDA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers NAAMA",13.85,14.94,nan,nan
R19,INFSPM SAIDA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersSAIDA",13.46,14.19,nan,nan
R19,INFSPM SAIDA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersEL BAYADH",13.19,15.07,nan,nan
R19,INFSPM SAIDA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersNAAMA",13.5,14.46,nan,nan
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.33,--,nan,nan
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ANNABA,14.59,15.60,nan,nan
R22,INFSPM SKIKDA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.72,--,nan,nan
R22,INFSPM SKIKDA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS",14.82,--,nan,nan
R22,INFSPM SKIKDA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers SKIKDA",15.72,--,nan,nan
R22,INFSPM SKIKDA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers ANNABA",15.15,--,nan,nan
