"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R21,INFSPM SIDI BEL ABBES,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BORDJ BADJI MOKHTAR",--,--,nan,nan
R10,INFSPM CONSTANTINE,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.03,--,nan,nan
R10,INFSPM CONSTANTINE,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersCONSTANTINE",15.08,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI",15.37,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.77,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersTEBESSA",15.18,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.23,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersSKIKDA",15.57,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersANNABA",15.20,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersGUELMA",15.97,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersCONSTANTINE",15.21,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersELTARF",15.08,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ELOUED",15.07,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersKHENCHLA",15.05,16.12,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS",15.14,--,nan,nan
R10,INFSPM CONSTANTINE,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers MILA,15.76,--,nan,nan
