"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R03,INFSPM ALGER,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ALGER,14.35,15.55,nan,nan
R03,INFSPM ALGER,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersBOUMERDES",14.66,15.39,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",14.75,--,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,14.5,--,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers BLIDA,15.38,--,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersBOUIRA",15.45,--,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersTAMANRASSET",16.09,--,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU",14.38,--,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.53,--,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers DJELFA,15.45,17.38,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers MEDEA,15.57,--,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers MSILA,15.22,16.53,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersB.B.ARRERIDJ",15.47,16.79,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersBOUMERDES",15.79,--,nan,nan
R03,INFSPM ALGER,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,15.03,15.66,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliersGHARDAIA",16.19,--,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers INSALAH",11.22,--,nan,nan
