"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R04,INFSPM BATNA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersGUELMA",15.21,--,nan,nan
R04,INFSPM BATNA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersCONSTANTINE",14.93,--,nan,nan
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.31,--,nan,nan
R04,INFSPM BATNA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS",14.93,--,nan,nan
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers MILA,15.40,--,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers OUM-EL-BOUAGHI",16.00,15.98,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers BATNA",14.43,--,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TAMANRASSET",11.20,11.36,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers MILA",14.88,--,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers IN SALAH",10.91,10.69,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers IN GUEZZAM",--,--,nan,nan
R04,INFSPM BATNA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers EL MGHAIER",13.97,12.57,nan,nan
R06,INFSPM BEJAIA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,13.82,14.85,nan,nan
R06,INFSPM BEJAIA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersBEJAIA",14.96,--,nan,nan
R06,INFSPM BEJAIA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersBOUIRA",15.26,--,nan,nan
