"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R03,INFSPM ALGER,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,14.43,--,nan,nan
R03,INFSPM ALGER,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TIZI-OUZOU",13.93,14.78,nan,nan
R03,INFSPM ALGER,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers ALGER",14.0,15.76,nan,nan
R03,INFSPM ALGER,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers BOUMERDES",14.51,--,nan,nan
R03,INFSPM ALGER,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersTIZI-OUZOU",12.74,13.38,nan,nan
R03,INFSPM ALGER,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersALGER",13.69,15.52,nan,nan
R03,INFSPM ALGER,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersBOUMERDES",13.84,--,nan,nan
R11,INFSPM JIJEL,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.06,--,nan,nan
R11,INFSPM JIJEL,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MILA,15.27,--,nan,nan
R11,INFSPM JIJEL,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers JIJEL",15.34,16.41,nan,nan
R11,INFSPM JIJEL,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers MILA",15.56,--,nan,nan
R11,INFSPM JIJEL,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.59,--,nan,nan
R11,INFSPM JIJEL,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers MILA,15.76,--,nan,nan
R11,INFSPM JIJEL,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers BEJAIA",14.18,--,nan,nan
R11,INFSPM JIJEL,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers JIJEL",15.33,--,nan,nan
R11,INFSPM JIJEL,X11SANTE,"PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE --pour bacheliers SETIF",15.19,--,nan,nan
