"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R02,INFSPM AIN DEFLA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers CHLEF,15.42,16.30,nan,nan
R02,INFSPM AIN DEFLA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers AIN-DEFLA",15.53,--,nan,nan
R02,INFSPM AIN DEFLA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers CHLEF",14.79,--,nan,nan
R02,INFSPM AIN DEFLA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers BLIDA",13.71,--,nan,nan
R02,INFSPM AIN DEFLA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers MEDEA",14.18,--,nan,nan
R02,INFSPM AIN DEFLA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TIPAZA",14.3,--,nan,nan
R02,INFSPM AIN DEFLA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers AIN-DEFLA",15.3,--,nan,nan
R02,INFSPM AIN DEFLA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersCHLEF",14.71,--,nan,nan
R02,INFSPM AIN DEFLA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersBLIDA",13.27,--,nan,nan
R02,INFSPM AIN DEFLA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersMEDEA",13.76,--,nan,nan
R02,INFSPM AIN DEFLA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersTIPAZA",13.81,14.46,nan,nan
R02,INFSPM AIN DEFLA,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersAIN-DEFLA",14.8,15.62,nan,nan
