"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers BORDJBADJI MOKHTAR",--,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers BENIABBES",11.57,11.91,nan,nan
R17,INFSPM ORAN HAI SALAM,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TLEMCEN",13.99,14.45,nan,nan
R17,INFSPM ORAN HAI SALAM,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers MOSTAGANEM",14.14,14.84,nan,nan
R17,INFSPM ORAN HAI SALAM,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers ORAN",13.98,14.86,nan,nan
R17,INFSPM ORAN HAI SALAM,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers AIN-TEMOUCHENT",15.17,--,nan,nan
R17,INFSPM ORAN HAI SALAM,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersTLEMCEN",13.34,14.06,nan,nan
R17,INFSPM ORAN HAI SALAM,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersSIDIBEL-ABBES",13.67,14.57,nan,nan
R17,INFSPM ORAN HAI SALAM,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersMASCARA",13.62,14.29,nan,nan
R17,INFSPM ORAN HAI SALAM,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersORAN",13.61,14.18,nan,nan
R17,INFSPM ORAN HAI SALAM,X14SANTE,"ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliersAIN-TEMOUCHENT",13.97,--,nan,nan
R02,INFSPM AIN DEFLA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers CHLEF,15.08,16.12,nan,nan
R02,INFSPM AIN DEFLA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers AIN-DEFLA",15.00,15.87,nan,nan
R02,INFSPM AIN DEFLA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers CHLEF",15.52,16.43,nan,nan
R02,INFSPM AIN DEFLA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers AIN-DEFLA",15.33,--,nan,nan
