"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R24,INFSPM TIARET,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersTISSEMSILT",14.32,--,nan,nan
R24,INFSPM TIARET,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TIARET",15.43,16.91,nan,nan
R24,INFSPM TIARET,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TISSEMSILT",15.04,--,nan,nan
R24,INFSPM TIARET,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TIMIMOUN",12.81,13.75,nan,nan
R24,INFSPM TIARET,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersTIARET",15.68,16.92,nan,nan
R24,INFSPM TIARET,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersTISSEMSILT",15.15,--,nan,nan
R24,INFSPM TIARET,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersTIMIMOUN",13.81,--,nan,nan
R24,INFSPM TIARET,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersLAGHOUAT",13.89,--,nan,nan
R24,INFSPM TIARET,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers TIARET,15.03,--,nan,nan
R24,INFSPM TIARET,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersTISSEMSILT",14.45,--,nan,nan
R24,INFSPM TIARET,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersGHARDAIA",14.13,--,nan,nan
R24,INFSPM TIARET,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers LAGHOUAT",13.15,14.02,nan,nan
R24,INFSPM TIARET,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TIARET",14.12,15.79,nan,nan
R24,INFSPM TIARET,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TISSEMSILT",14.3,14.96,nan,nan
R03,INFSPM ALGER,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU",14.28,16.35,nan,nan
