"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers TIARET",15.42,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers TIZI-OUZOU",15.81,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers ALGER",15.83,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers JIJEL",15.54,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers SETIF",15.87,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers SKIKDA",15.72,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers ANNABA",15.37,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers GUELMA",15.88,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers CONSTANTINE",15.3,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers MEDEA",15.57,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers MOSTAGANEM",16.17,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers OUARGLA",14.16,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers EL BAYADH",15.58,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers ILLIZI",15.4,--,nan,nan
