"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersTAMANRASSET",14.23,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersTEBESSA",15.57,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersTLEMCEN",15.71,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersALGER",15.52,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersDJELFA",15.33,--,nan,nan
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.88,--,nan,nan
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers SETIF,--,--,nan,nan
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers SAIDA,15.08,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersSKIKDA",15.63,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersSIDIBEL-ABBES",16.27,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersANNABA",14.92,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersCONSTANTINE",15.43,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersMEDEA",15.38,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersMOSTAGANEM",14.69,--,nan,nan
R03,INFSPM ALGER,X05SANTE,"ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliersOUARGLA",--,--,nan,nan
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers ORAN,15.41,--,nan,nan
