"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers INGUEZZAM",--,--,nan,nan
R03,INFSPM ALGER,X02SANTE,"DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ELMENIAA",14.22,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers ADRAR",14.03,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers CHLEF",--,16.28,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers LAGHOUAT",14.86,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers OUM-EL-BOUAGHI",15.93,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers BATNA",15.72,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers BEJAIA",14.57,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers BISKRA",15.48,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers BECHAR",14.30,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers BLIDA",15.73,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers TAMANRASSET",15.10,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers TEBESSA",15.17,--,nan,nan
R03,INFSPM ALGER,X03SANTE,"PROTHESE DENTAIRE DE SANTE PUBLIQUE -- pourbacheliers TLEMCEN",15.21,--,nan,nan
