"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
R09,INFSPM BOUIRA,X12SANTE,"HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliersB.B.ARRERIDJ",14.68,--,nan,nan
R23,INFSPM TEBESSA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,14.33,--,nan,nan
R23,INFSPM TEBESSA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers EL OUED,14.25,15.41,nan,nan
R23,INFSPM TEBESSA,X01SANTE,"INFIRMIER DE SANTE PUBLIQUE -- pour bacheliersKHENCHLA",14.85,--,nan,nan
R23,INFSPM TEBESSA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers TEBESSA",15.0,15.88,nan,nan
R23,INFSPM TEBESSA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers EL OUED",14.77,--,nan,nan
R23,INFSPM TEBESSA,X09SANTE,"MANIPULATEUR EN IMAGERIE MEDICALE DE SANTEPUBLIQUE  -- pour bacheliers KHENCHLA",15.05,--,nan,nan
R23,INFSPM TEBESSA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersTEBESSA",14.93,15.71,nan,nan
R23,INFSPM TEBESSA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ELOUED",14.95,--,nan,nan
R23,INFSPM TEBESSA,X10SANTE,"LABORANTIN DE SANTE PUBLIQUE -- pour bacheliersKHENCHLA",15.23,--,nan,nan
R23,INFSPM TEBESSA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers TEBESSA",13.27,13.87,nan,nan
R23,INFSPM TEBESSA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers GUELMA",14.38,14.78,nan,nan
R23,INFSPM TEBESSA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers KHENCHLA",14.27,15.28,nan,nan
R23,INFSPM TEBESSA,X13SANTE,"ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pourbacheliers SOUK-AHRAS",14.15,14.93,nan,nan
R24,INFSPM TIARET,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TIARET,14.95,--,nan,nan
